T	V	I_na	I_CaL	I_CaT	I_t	I_ss	I_f	I_k1	I_b	I_NaK	I_NCX	I_CaP	I_stim	I_f_K	I_f_Na	I_b_Na	I_b_Ca	I_b_K
0.97	-75.7058	-5.8054e-06	-8.21053e-06	-0.0260695	0.000255764	1.9354e-05	-3.30251e-05	0.0176947	-0.00497595	0.017348	-0.00480725	0.000669298	0	8.04936e-06	-4.10745e-05	-0.0037747	-0.00151962	0.00031837
0.98	-75.7322	-5.76428e-06	-8.16883e-06	-0.0259785	0.00025424	1.92253e-05	-3.30306e-05	0.0176228	-0.00497822	0.0173397	-0.00481469	0.000669369	0	8.01063e-06	-4.10412e-05	-0.00377547	-0.00151991	0.000317161
0.99	-75.7585	-5.72366e-06	-8.12752e-06	-0.0258877	0.000252728	1.90979e-05	-3.30363e-05	0.0175511	-0.00498048	0.0173314	-0.0048221	0.000669439	0	7.97223e-06	-4.10086e-05	-0.00377625	-0.00152019	0.000315956
1	-75.7847	-5.6835e-06	-8.08662e-06	-0.0257972	0.000251229	1.89718e-05	-3.30424e-05	0.0174795	-0.00498273	0.0173231	-0.00482948	0.00066951	0	7.93416e-06	-4.09765e-05	-0.00377702	-0.00152047	0.000314758
1.01	-75.8107	-5.64382e-06	-8.04611e-06	-0.0257069	0.000249742	1.8847e-05	-3.30486e-05	0.0174082	-0.00498498	0.0173149	-0.00483682	0.000669579	0	7.89642e-06	-4.09451e-05	-0.00377778	-0.00152076	0.000313565
1.02	-75.8366	-5.60458e-06	-8.00599e-06	-0.0256169	0.000248267	1.87235e-05	-3.30552e-05	0.017337	-0.00498721	0.0173067	-0.00484414	0.000669648	0	7.859e-06	-4.09142e-05	-0.00377855	-0.00152104	0.000312378
1.03	-75.8624	-5.5658e-06	-7.96626e-06	-0.0255272	0.000246805	1.86013e-05	-3.3062e-05	0.0172659	-0.00498943	0.0172985	-0.00485142	0.000669717	0	7.8219e-06	-4.08839e-05	-0.00377931	-0.00152131	0.000311196
1.04	-75.8881	-5.52744e-06	-7.92691e-06	-0.0254377	0.000245354	1.84803e-05	-3.30691e-05	0.0171951	-0.00499164	0.0172904	-0.00485868	0.000669786	0	7.78511e-06	-4.08542e-05	-0.00378007	-0.00152159	0.00031002
1.05	-75.9136	-5.48952e-06	-7.88793e-06	-0.0253485	0.000243916	1.83605e-05	-3.30764e-05	0.0171244	-0.00499384	0.0172823	-0.0048659	0.000669854	0	7.74864e-06	-4.08251e-05	-0.00378082	-0.00152187	0.000308849
1.06	-75.9391	-5.45201e-06	-7.84932e-06	-0.0252595	0.000242488	1.82419e-05	-3.30841e-05	0.0170539	-0.00499603	0.0172742	-0.0048731	0.000669921	0	7.71248e-06	-4.07965e-05	-0.00378157	-0.00152214	0.000307684
1.07	-75.9644	-5.41491e-06	-7.81108e-06	-0.0251708	0.000241073	1.81245e-05	-3.3092e-05	0.0169836	-0.00499821	0.0172662	-0.00488026	0.000669988	0	7.67662e-06	-4.07686e-05	-0.00378232	-0.00152242	0.000306524
1.08	-75.9896	-5.37821e-06	-7.77321e-06	-0.0250824	0.000239669	1.80083e-05	-3.31001e-05	0.0169135	-0.00500038	0.0172582	-0.00488739	0.000670055	0	7.64107e-06	-4.07412e-05	-0.00378306	-0.00152269	0.000305369
1.09	-76.0147	-5.3419e-06	-7.73569e-06	-0.0249942	0.000238276	1.78932e-05	-3.31085e-05	0.0168435	-0.00500254	0.0172502	-0.0048945	0.000670121	0	7.60582e-06	-4.07144e-05	-0.0037838	-0.00152296	0.00030422
1.1	-76.0396	-5.30598e-06	-7.69852e-06	-0.0249063	0.000236894	1.77793e-05	-3.31172e-05	0.0167738	-0.00500469	0.0172423	-0.00490157	0.000670187	-0	7.57086e-06	-4.06881e-05	-0.00378454	-0.00152323	0.000303077
1.11	-76.0645	-5.27044e-06	-7.6617e-06	-0.0248186	0.000235524	1.76666e-05	-3.31262e-05	0.0167042	-0.00500683	0.0172344	-0.00490862	0.000670252	0	7.5362e-06	-4.06624e-05	-0.00378528	-0.0015235	0.000301938
1.12	-76.0892	-5.23527e-06	-7.62523e-06	-0.0247312	0.000234165	1.75549e-05	-3.31355e-05	0.0166347	-0.00500897	0.0172265	-0.00491563	0.000670317	0	7.50184e-06	-4.06373e-05	-0.00378601	-0.00152376	0.000300805
1.13	-76.1138	-5.20047e-06	-7.5891e-06	-0.0246441	0.000232816	1.74444e-05	-3.3145e-05	0.0165655	-0.00501109	0.0172187	-0.00492262	0.000670381	0	7.46776e-06	-4.06127e-05	-0.00378674	-0.00152403	0.000299678
1.14	-76.1383	-5.16603e-06	-7.55331e-06	-0.0245572	0.000231478	1.73349e-05	-3.31548e-05	0.0164964	-0.0050132	0.0172108	-0.00492958	0.000670445	0	7.43397e-06	-4.05887e-05	-0.00378746	-0.00152429	0.000298555
1.15	-76.1627	-5.13194e-06	-7.51784e-06	-0.0244706	0.000230151	1.72265e-05	-3.31648e-05	0.0164275	-0.0050153	0.0172031	-0.0049365	0.000670509	0	7.40046e-06	-4.05653e-05	-0.00378818	-0.00152456	0.000297438
1.16	-76.187	-5.0982e-06	-7.48271e-06	-0.0243842	0.000228834	1.71192e-05	-3.31752e-05	0.0163588	-0.0050174	0.0171953	-0.0049434	0.000670572	0	7.36723e-06	-4.05424e-05	-0.0037889	-0.00152482	0.000296326
1.17	-76.2112	-5.0648e-06	-7.4479e-06	-0.0242981	0.000227528	1.7013e-05	-3.31858e-05	0.0162903	-0.00501948	0.0171876	-0.00495027	0.000670635	0	7.33429e-06	-4.05201e-05	-0.00378962	-0.00152508	0.000295219
1.18	-76.2352	-5.03174e-06	-7.41342e-06	-0.0242122	0.000226232	1.69077e-05	-3.31967e-05	0.0162219	-0.00502155	0.0171799	-0.00495711	0.000670697	0	7.30161e-06	-4.04983e-05	-0.00379033	-0.00152534	0.000294117
1.19	-76.2592	-4.99901e-06	-7.37925e-06	-0.0241266	0.000224947	1.68035e-05	-3.32078e-05	0.0161538	-0.00502362	0.0171723	-0.00496393	0.000670759	0	7.26922e-06	-4.04771e-05	-0.00379104	-0.0015256	0.000293021
1.2	-76.283	-4.9666e-06	-7.34539e-06	-0.0240412	0.000223671	1.67003e-05	-3.32193e-05	0.0160858	-0.00502567	0.0171647	-0.00497071	0.00067082	0	7.23709e-06	-4.04564e-05	-0.00379175	-0.00152586	0.000291929
1.21	-76.3067	-4.93452e-06	-7.31184e-06	-0.0239561	0.000222406	1.65981e-05	-3.3231e-05	0.016018	-0.00502772	0.0171571	-0.00497747	0.000670881	0	7.20522e-06	-4.04362e-05	-0.00379245	-0.00152611	0.000290843
1.22	-76.3304	-4.90276e-06	-7.2786e-06	-0.0238713	0.00022115	1.64969e-05	-3.3243e-05	0.0159503	-0.00502976	0.0171495	-0.0049842	0.000670942	0	7.17363e-06	-4.04166e-05	-0.00379315	-0.00152637	0.000289761
1.23	-76.3539	-4.8713e-06	-7.24567e-06	-0.0237867	0.000219905	1.63967e-05	-3.32553e-05	0.0158829	-0.00503179	0.017142	-0.0049909	0.000671002	0	7.14229e-06	-4.03975e-05	-0.00379385	-0.00152662	0.000288685
1.24	-76.3773	-4.84016e-06	-7.21303e-06	-0.0237024	0.000218669	1.62974e-05	-3.32678e-05	0.0158156	-0.0050338	0.0171345	-0.00499757	0.000671062	0	7.11122e-06	-4.0379e-05	-0.00379454	-0.00152687	0.000287613
1.25	-76.4006	-4.80932e-06	-7.18069e-06	-0.0236183	0.000217442	1.61991e-05	-3.32806e-05	0.0157485	-0.00503581	0.017127	-0.00500421	0.000671121	0	7.0804e-06	-4.0361e-05	-0.00379524	-0.00152713	0.000286547
1.26	-76.4237	-4.77878e-06	-7.14864e-06	-0.0235345	0.000216226	1.61017e-05	-3.32937e-05	0.0156816	-0.00503781	0.0171196	-0.00501083	0.00067118	0	7.04984e-06	-4.03436e-05	-0.00379592	-0.00152738	0.000285485
1.27	-76.4468	-4.74853e-06	-7.11688e-06	-0.023451	0.000215018	1.60053e-05	-3.33071e-05	0.0156149	-0.00503981	0.0171122	-0.00501742	0.000671239	0	7.01953e-06	-4.03266e-05	-0.00379661	-0.00152763	0.000284429
1.28	-76.4698	-4.71858e-06	-7.0854e-06	-0.0233676	0.00021382	1.59097e-05	-3.33207e-05	0.0155484	-0.00504179	0.0171048	-0.00502398	0.000671297	0	6.98947e-06	-4.03102e-05	-0.00379729	-0.00152787	0.000283377
1.29	-76.4927	-4.68891e-06	-7.05421e-06	-0.0232846	0.000212631	1.58151e-05	-3.33347e-05	0.015482	-0.00504376	0.0170974	-0.00503051	0.000671355	0	6.95965e-06	-4.02943e-05	-0.00379797	-0.00152812	0.00028233
1.3	-76.5154	-4.65953e-06	-7.02329e-06	-0.0232018	0.000211452	1.57213e-05	-3.33489e-05	0.0154158	-0.00504573	0.0170901	-0.00503702	0.000671412	0	6.93008e-06	-4.02789e-05	-0.00379865	-0.00152837	0.000281288
1.31	-76.5381	-4.63043e-06	-6.99265e-06	-0.0231193	0.000210281	1.56285e-05	-3.33633e-05	0.0153498	-0.00504769	0.0170828	-0.0050435	0.000671469	0	6.90076e-06	-4.02641e-05	-0.00379932	-0.00152861	0.000280251
1.32	-76.5606	-4.6016e-06	-6.96228e-06	-0.023037	0.00020912	1.55365e-05	-3.33781e-05	0.015284	-0.00504963	0.0170756	-0.00504995	0.000671526	0	6.87167e-06	-4.02498e-05	-0.0038	-0.00152886	0.000279218
1.33	-76.5831	-4.57305e-06	-6.93219e-06	-0.0229549	0.000207967	1.54454e-05	-3.33931e-05	0.0152184	-0.00505157	0.0170683	-0.00505638	0.000671582	0	6.84282e-06	-4.02359e-05	-0.00380066	-0.0015291	0.00027819
1.34	-76.6055	-4.54477e-06	-6.90236e-06	-0.0228731	0.000206824	1.53551e-05	-3.34084e-05	0.0151529	-0.0050535	0.0170611	-0.00506278	0.000671638	0	6.81421e-06	-4.02226e-05	-0.00380133	-0.00152934	0.000277167
1.35	-76.6277	-4.51675e-06	-6.87279e-06	-0.0227916	0.000205688	1.52656e-05	-3.3424e-05	0.0150877	-0.00505542	0.0170539	-0.00506915	0.000671693	0	6.78583e-06	-4.02098e-05	-0.00380199	-0.00152958	0.000276149
1.36	-76.6498	-4.489e-06	-6.84348e-06	-0.0227103	0.000204562	1.5177e-05	-3.34398e-05	0.0150226	-0.00505734	0.0170468	-0.0050755	0.000671748	0	6.75768e-06	-4.01975e-05	-0.00380265	-0.00152982	0.000275135
1.37	-76.6719	-4.46151e-06	-6.81443e-06	-0.0226293	0.000203444	1.50892e-05	-3.3456e-05	0.0149577	-0.00505924	0.0170397	-0.00508181	0.000671803	0	6.72976e-06	-4.01857e-05	-0.00380331	-0.00153006	0.000274126
1.38	-76.6938	-4.43427e-06	-6.78564e-06	-0.0225485	0.000202335	1.50023e-05	-3.34724e-05	0.0148929	-0.00506114	0.0170326	-0.00508811	0.000671857	0	6.70206e-06	-4.01744e-05	-0.00380397	-0.00153029	0.000273122
1.39	-76.7157	-4.40729e-06	-6.7571e-06	-0.022468	0.000201234	1.49161e-05	-3.3489e-05	0.0148284	-0.00506302	0.0170255	-0.00509438	0.000671911	0	6.67459e-06	-4.01636e-05	-0.00380462	-0.00153053	0.000272122
1.4	-76.7374	-4.38056e-06	-6.7288e-06	-0.0223877	0.000200141	1.48307e-05	-3.3506e-05	0.014764	-0.0050649	0.0170185	-0.00510062	0.000671964	0	6.64734e-06	-4.01533e-05	-0.00380527	-0.00153076	0.000271127
1.41	-76.7591	-4.35407e-06	-6.70075e-06	-0.0223077	0.000199057	1.47461e-05	-3.35232e-05	0.0146998	-0.00506678	0.0170115	-0.00510683	0.000672017	0	6.62031e-06	-4.01435e-05	-0.00380591	-0.001531	0.000270137
1.42	-76.7806	-4.32784e-06	-6.67295e-06	-0.0222279	0.000197981	1.46623e-05	-3.35407e-05	0.0146358	-0.00506864	0.0170045	-0.00511302	0.00067207	0	6.5935e-06	-4.01342e-05	-0.00380656	-0.00153123	0.000269151
1.43	-76.8021	-4.30184e-06	-6.64538e-06	-0.0221484	0.000196913	1.45792e-05	-3.35585e-05	0.014572	-0.00507049	0.0169975	-0.00511918	0.000672122	0	6.56691e-06	-4.01254e-05	-0.0038072	-0.00153146	0.000268169
1.44	-76.8234	-4.27608e-06	-6.61806e-06	-0.0220691	0.000195852	1.44969e-05	-3.35765e-05	0.0145084	-0.00507234	0.0169906	-0.00512532	0.000672174	0	6.54052e-06	-4.0117e-05	-0.00380784	-0.00153169	0.000267192
1.45	-76.8447	-4.25056e-06	-6.59097e-06	-0.0219901	0.0001948	1.44153e-05	-3.35948e-05	0.0144449	-0.00507418	0.0169837	-0.00513143	0.000672225	0	6.51435e-06	-4.01092e-05	-0.00380847	-0.00153192	0.000266219
1.46	-76.8659	-4.22528e-06	-6.56411e-06	-0.0219113	0.000193756	1.43345e-05	-3.36134e-05	0.0143817	-0.00507601	0.0169768	-0.00513752	0.000672276	0	6.48839e-06	-4.01018e-05	-0.00380911	-0.00153215	0.000265251
1.47	-76.8869	-4.20022e-06	-6.53748e-06	-0.0218327	0.000192719	1.42544e-05	-3.36322e-05	0.0143186	-0.00507783	0.01697	-0.00514358	0.000672327	0	6.46263e-06	-4.00949e-05	-0.00380974	-0.00153238	0.000264288
1.48	-76.9079	-4.17539e-06	-6.51108e-06	-0.0217545	0.00019169	1.4175e-05	-3.36514e-05	0.0142557	-0.00507964	0.0169632	-0.00514962	0.000672377	0	6.43708e-06	-4.00884e-05	-0.00381036	-0.00153261	0.000263328
1.49	-76.9288	-4.15079e-06	-6.48491e-06	-0.0216764	0.000190669	1.40963e-05	-3.36708e-05	0.014193	-0.00508145	0.0169564	-0.00515563	0.000672427	0	6.41173e-06	-4.00825e-05	-0.00381099	-0.00153283	0.000262373
1.5	-76.9496	-4.12642e-06	-6.45895e-06	-0.0215986	0.000189656	1.40184e-05	-3.36904e-05	0.0141304	-0.00508324	0.0169496	-0.00516161	0.000672477	0	6.38658e-06	-4.0077e-05	-0.00381161	-0.00153306	0.000261423
1.51	-76.9702	-4.10226e-06	-6.43322e-06	-0.0215211	0.000188649	1.39411e-05	-3.37103e-05	0.014068	-0.00508503	0.0169429	-0.00516758	0.000672526	0	6.36163e-06	-4.0072e-05	-0.00381223	-0.00153328	0.000260476
1.52	-76.9908	-4.07833e-06	-6.40771e-06	-0.0214438	0.000187651	1.38645e-05	-3.37305e-05	0.0140059	-0.00508682	0.0169362	-0.00517351	0.000672575	0	6.33688e-06	-4.00674e-05	-0.00381285	-0.0015335	0.000259535
1.53	-77.0113	-4.05461e-06	-6.38241e-06	-0.0213667	0.000186659	1.37886e-05	-3.3751e-05	0.0139439	-0.00508859	0.0169295	-0.00517942	0.000672623	0	6.31232e-06	-4.00633e-05	-0.00381346	-0.00153372	0.000258597
1.54	-77.0318	-4.0311e-06	-6.35732e-06	-0.0212899	0.000185675	1.37134e-05	-3.37717e-05	0.013882	-0.00509036	0.0169228	-0.00518531	0.000672671	0	6.28795e-06	-4.00597e-05	-0.00381408	-0.00153394	0.000257663
1.55	-77.0521	-4.00781e-06	-6.33245e-06	-0.0212133	0.000184698	1.36388e-05	-3.37927e-05	0.0138204	-0.00509211	0.0169162	-0.00519117	0.000672719	0	6.26378e-06	-4.00565e-05	-0.00381469	-0.00153416	0.000256734
1.56	-77.0723	-3.98473e-06	-6.30778e-06	-0.021137	0.000183729	1.35649e-05	-3.3814e-05	0.0137589	-0.00509387	0.0169096	-0.00519701	0.000672766	0	6.2398e-06	-4.00538e-05	-0.00381529	-0.00153438	0.000255809
1.57	-77.0924	-3.96185e-06	-6.28332e-06	-0.0210609	0.000182766	1.34916e-05	-3.38355e-05	0.0136977	-0.00509561	0.016903	-0.00520283	0.000672813	0	6.216e-06	-4.00515e-05	-0.0038159	-0.0015346	0.000254889
1.58	-77.1125	-3.93918e-06	-6.25906e-06	-0.0209851	0.00018181	1.3419e-05	-3.38573e-05	0.0136366	-0.00509734	0.0168964	-0.00520862	0.00067286	0	6.19239e-06	-4.00496e-05	-0.0038165	-0.00153481	0.000253972
1.59	-77.1324	-3.91671e-06	-6.23501e-06	-0.0209095	0.000180862	1.3347e-05	-3.38793e-05	0.0135757	-0.00509907	0.0168899	-0.00521438	0.000672906	0	6.16896e-06	-4.00483e-05	-0.0038171	-0.00153503	0.00025306
1.6	-77.1523	-3.89444e-06	-6.21116e-06	-0.0208342	0.00017992	1.32756e-05	-3.39016e-05	0.0135149	-0.00510079	0.0168834	-0.00522012	0.000672952	0	6.14571e-06	-4.00473e-05	-0.0038177	-0.00153524	0.000252152
1.61	-77.1721	-3.87237e-06	-6.1875e-06	-0.020759	0.000178985	1.32048e-05	-3.39242e-05	0.0134544	-0.0051025	0.0168769	-0.00522584	0.000672997	0	6.12264e-06	-4.00468e-05	-0.00381829	-0.00153546	0.000251247
1.62	-77.1918	-3.8505e-06	-6.16404e-06	-0.0206842	0.000178057	1.31347e-05	-3.3947e-05	0.013394	-0.00510421	0.0168705	-0.00523153	0.000673042	0	6.09975e-06	-4.00468e-05	-0.00381889	-0.00153567	0.000250347
1.63	-77.2113	-3.82882e-06	-6.14077e-06	-0.0206096	0.000177136	1.30651e-05	-3.39701e-05	0.0133338	-0.00510591	0.016864	-0.00523721	0.000673087	0	6.07704e-06	-4.00471e-05	-0.00381948	-0.00153588	0.000249451
1.64	-77.2309	-3.80734e-06	-6.1177e-06	-0.0205352	0.000176221	1.29962e-05	-3.39934e-05	0.0132738	-0.0051076	0.0168576	-0.00524285	0.000673131	0	6.0545e-06	-4.00479e-05	-0.00382006	-0.00153609	0.00024856
1.65	-77.2503	-3.78604e-06	-6.09481e-06	-0.020461	0.000175313	1.29278e-05	-3.4017e-05	0.013214	-0.00510928	0.0168513	-0.00524848	0.000673175	0	6.03214e-06	-4.00492e-05	-0.00382065	-0.0015363	0.000247672
1.66	-77.2696	-3.76493e-06	-6.07211e-06	-0.0203871	0.000174411	1.28601e-05	-3.40409e-05	0.0131543	-0.00511096	0.0168449	-0.00525408	0.000673219	0	6.00994e-06	-4.00508e-05	-0.00382123	-0.00153651	0.000246788
1.67	-77.2889	-3.74401e-06	-6.0496e-06	-0.0203135	0.000173516	1.27929e-05	-3.4065e-05	0.0130948	-0.00511262	0.0168386	-0.00525965	0.000673262	0	5.98792e-06	-4.00529e-05	-0.00382181	-0.00153672	0.000245908
1.68	-77.308	-3.72328e-06	-6.02727e-06	-0.02024	0.000172627	1.27263e-05	-3.40893e-05	0.0130355	-0.00511428	0.0168323	-0.00526521	0.000673305	0	5.96606e-06	-4.00554e-05	-0.00382239	-0.00153693	0.000245032
1.69	-77.3271	-3.70272e-06	-6.00512e-06	-0.0201668	0.000171744	1.26602e-05	-3.4114e-05	0.0129764	-0.00511594	0.016826	-0.00527074	0.000673348	0	5.94437e-06	-4.00583e-05	-0.00382297	-0.00153713	0.00024416
1.7	-77.3461	-3.68235e-06	-5.98315e-06	-0.0200939	0.000170868	1.25947e-05	-3.41388e-05	0.0129175	-0.00511758	0.0168197	-0.00527625	0.00067339	0	5.92285e-06	-4.00617e-05	-0.00382354	-0.00153734	0.000243292
1.71	-77.365	-3.66216e-06	-5.96136e-06	-0.0200212	0.000169998	1.25298e-05	-3.41639e-05	0.0128587	-0.00511922	0.0168135	-0.00528173	0.000673432	0	5.90148e-06	-4.00654e-05	-0.00382411	-0.00153754	0.000242428
1.72	-77.3838	-3.64214e-06	-5.93974e-06	-0.0199487	0.000169135	1.24654e-05	-3.41893e-05	0.0128001	-0.00512086	0.0168073	-0.00528719	0.000673474	0	5.88028e-06	-4.00696e-05	-0.00382468	-0.00153775	0.000241568
1.73	-77.4026	-3.6223e-06	-5.9183e-06	-0.0198765	0.000168277	1.24015e-05	-3.42149e-05	0.0127417	-0.00512248	0.0168011	-0.00529263	0.000673515	0	5.85924e-06	-4.00742e-05	-0.00382525	-0.00153795	0.000240712
1.74	-77.4212	-3.60263e-06	-5.89703e-06	-0.0198045	0.000167425	1.23382e-05	-3.42408e-05	0.0126835	-0.0051241	0.0167949	-0.00529805	0.000673556	0	5.83835e-06	-4.00792e-05	-0.00382581	-0.00153815	0.000239859
1.75	-77.4398	-3.58314e-06	-5.87593e-06	-0.0197327	0.00016658	1.22754e-05	-3.42669e-05	0.0126255	-0.00512571	0.0167888	-0.00530344	0.000673596	0	5.81762e-06	-4.00845e-05	-0.00382637	-0.00153835	0.000239011
1.76	-77.4583	-3.56381e-06	-5.855e-06	-0.0196611	0.00016574	1.22131e-05	-3.42933e-05	0.0125676	-0.00512731	0.0167827	-0.00530882	0.000673637	0	5.79705e-06	-4.00903e-05	-0.00382693	-0.00153855	0.000238166
1.77	-77.4767	-3.54465e-06	-5.83424e-06	-0.0195898	0.000164907	1.21514e-05	-3.43199e-05	0.0125099	-0.00512891	0.0167766	-0.00531417	0.000673676	0	5.77663e-06	-4.00965e-05	-0.00382749	-0.00153875	0.000237325
1.78	-77.495	-3.52566e-06	-5.81364e-06	-0.0195188	0.000164079	1.20901e-05	-3.43467e-05	0.0124524	-0.0051305	0.0167705	-0.00531949	0.000673716	0	5.75636e-06	-4.01031e-05	-0.00382804	-0.00153895	0.000236488
1.79	-77.5133	-3.50683e-06	-5.79321e-06	-0.0194479	0.000163257	1.20294e-05	-3.43738e-05	0.0123951	-0.00513208	0.0167645	-0.0053248	0.000673755	0	5.73624e-06	-4.01101e-05	-0.0038286	-0.00153914	0.000235654
1.8	-77.5314	-3.48817e-06	-5.77294e-06	-0.0193773	0.000162441	1.19691e-05	-3.44012e-05	0.0123379	-0.00513366	0.0167584	-0.00533008	0.000673794	0	5.71627e-06	-4.01174e-05	-0.00382915	-0.00153934	0.000234824
1.81	-77.5495	-3.46967e-06	-5.75283e-06	-0.019307	0.00016163	1.19094e-05	-3.44287e-05	0.0122809	-0.00513523	0.0167524	-0.00533534	0.000673832	0	5.69645e-06	-4.01252e-05	-0.00382969	-0.00153953	0.000233998
1.82	-77.5675	-3.45132e-06	-5.73287e-06	-0.0192368	0.000160825	1.18501e-05	-3.44565e-05	0.0122241	-0.00513679	0.0167464	-0.00534058	0.000673871	0	5.67677e-06	-4.01333e-05	-0.00383024	-0.00153973	0.000233176
1.83	-77.5854	-3.43314e-06	-5.71308e-06	-0.0191669	0.000160026	1.17913e-05	-3.44846e-05	0.0121675	-0.00513835	0.0167405	-0.0053458	0.000673908	0	5.65724e-06	-4.01418e-05	-0.00383078	-0.00153992	0.000232357
1.84	-77.6033	-3.41511e-06	-5.69344e-06	-0.0190973	0.000159233	1.1733e-05	-3.45129e-05	0.0121111	-0.0051399	0.0167346	-0.005351	0.000673946	0	5.63785e-06	-4.01507e-05	-0.00383133	-0.00154012	0.000231543
1.85	-77.621	-3.39724e-06	-5.67395e-06	-0.0190278	0.000158444	1.16752e-05	-3.45414e-05	0.0120548	-0.00514144	0.0167286	-0.00535617	0.000673983	0	5.6186e-06	-4.016e-05	-0.00383187	-0.00154031	0.000230731
1.86	-77.6387	-3.37951e-06	-5.65462e-06	-0.0189586	0.000157662	1.16178e-05	-3.45702e-05	0.0119987	-0.00514298	0.0167228	-0.00536132	0.00067402	0	5.5995e-06	-4.01696e-05	-0.0038324	-0.0015405	0.000229924
1.87	-77.6563	-3.36195e-06	-5.63544e-06	-0.0188896	0.000156884	1.15609e-05	-3.45991e-05	0.0119428	-0.00514451	0.0167169	-0.00536646	0.000674056	0	5.58053e-06	-4.01797e-05	-0.00383294	-0.00154069	0.000229119
1.88	-77.6739	-3.34453e-06	-5.61641e-06	-0.0188209	0.000156112	1.15045e-05	-3.46284e-05	0.011887	-0.00514603	0.016711	-0.00537157	0.000674092	0	5.56169e-06	-4.01901e-05	-0.00383347	-0.00154088	0.000228319
1.89	-77.6913	-3.32726e-06	-5.59752e-06	-0.0187523	0.000155346	1.14485e-05	-3.46578e-05	0.0118314	-0.00514755	0.0167052	-0.00537666	0.000674128	0	5.543e-06	-4.02008e-05	-0.003834	-0.00154107	0.000227522
1.9	-77.7087	-3.31014e-06	-5.57878e-06	-0.018684	0.000154584	1.1393e-05	-3.46875e-05	0.011776	-0.00514906	0.0166994	-0.00538173	0.000674164	0	5.52444e-06	-4.02119e-05	-0.00383453	-0.00154125	0.000226729
1.91	-77.726	-3.29316e-06	-5.56019e-06	-0.018616	0.000153828	1.13379e-05	-3.47174e-05	0.0117208	-0.00515056	0.0166936	-0.00538677	0.000674199	0	5.50601e-06	-4.02234e-05	-0.00383506	-0.00154144	0.000225939
1.92	-77.7432	-3.27633e-06	-5.54174e-06	-0.0185481	0.000153077	1.12832e-05	-3.47475e-05	0.0116658	-0.00515206	0.0166879	-0.0053918	0.000674234	0	5.48771e-06	-4.02353e-05	-0.00383558	-0.00154163	0.000225153
1.93	-77.7604	-3.25964e-06	-5.52343e-06	-0.0184805	0.000152332	1.1229e-05	-3.47779e-05	0.0116109	-0.00515355	0.0166822	-0.0053968	0.000674268	0	5.46955e-06	-4.02475e-05	-0.0038361	-0.00154181	0.00022437
1.94	-77.7774	-3.24309e-06	-5.50526e-06	-0.0184131	0.000151591	1.11752e-05	-3.48085e-05	0.0115562	-0.00515503	0.0166764	-0.00540179	0.000674302	0	5.45151e-06	-4.026e-05	-0.00383663	-0.001542	0.000223591
1.95	-77.7944	-3.22668e-06	-5.48723e-06	-0.0183459	0.000150855	1.11218e-05	-3.48393e-05	0.0115016	-0.00515651	0.0166707	-0.00540675	0.000674336	0	5.4336e-06	-4.02729e-05	-0.00383714	-0.00154218	0.000222815
1.96	-77.8113	-3.21042e-06	-5.46934e-06	-0.018279	0.000150125	1.10689e-05	-3.48703e-05	0.0114473	-0.00515798	0.0166651	-0.0054117	0.00067437	0	5.41582e-06	-4.02862e-05	-0.00383766	-0.00154236	0.000222043
1.97	-77.8282	-3.19428e-06	-5.45159e-06	-0.0182123	0.000149399	1.10164e-05	-3.49016e-05	0.0113931	-0.00515944	0.0166594	-0.00541662	0.000674403	0	5.39816e-06	-4.02998e-05	-0.00383817	-0.00154254	0.000221274
1.98	-77.845	-3.17829e-06	-5.43397e-06	-0.0181458	0.000148678	1.09642e-05	-3.49331e-05	0.0113391	-0.0051609	0.0166538	-0.00542152	0.000674436	0	5.38063e-06	-4.03137e-05	-0.00383869	-0.00154273	0.000220508
1.99	-77.8617	-3.16243e-06	-5.41649e-06	-0.0180795	0.000147963	1.09125e-05	-3.49648e-05	0.0112852	-0.00516236	0.0166482	-0.0054264	0.000674469	0	5.36322e-06	-4.0328e-05	-0.0038392	-0.00154291	0.000219746
