T	V	I_na	I_CaL	I_CaT	I_t	I_ss	I_f	I_k1	I_b	I_NaK	I_NCX	I_CaP	I_stim	I_f_K	I_f_Na	I_b_Na	I_b_Ca	I_b_K
0.245	-47.3143	-0.000330011	-0.0111098	-0.0134794	0.00526219	0.0127039	0.00144086	0.00311183	-0.00259874	0.000238199	5.48196e-06	0.000684914	0	3.56699e-05	-2.84656e-05	-0.00300801	-0.00121299	0.00162227
0.246	-47.1928	-0.000335479	-0.0114077	-0.0131876	0.00537823	0.0126851	0.00147099	0.00310453	-0.00258859	0.000238405	5.70682e-06	0.000684924	0	3.57782e-05	-2.84233e-05	-0.00300476	-0.00121168	0.00162786
0.247	-47.0748	-0.000340446	-0.0117049	-0.0129043	0.00549321	0.0126699	0.0015002	0.00309742	-0.00257873	0.000238603	5.92517e-06	0.000684935	0	3.58829e-05	-2.83819e-05	-0.00300161	-0.00121041	0.00163328
0.248	-46.9601	-0.000344921	-0.0120015	-0.0126291	0.00560709	0.0126581	0.00152855	0.00309051	-0.00256916	0.000238796	6.13735e-06	0.000684945	0	3.59841e-05	-2.83413e-05	-0.00299855	-0.00120917	0.00163856
0.249	-46.8486	-0.00034891	-0.0122974	-0.0123617	0.00571983	0.0126496	0.00155606	0.00308378	-0.00255985	0.000238983	6.34365e-06	0.000684956	0	3.60819e-05	-2.83016e-05	-0.00299557	-0.00120797	0.00164369
0.25	-46.7402	-0.000352424	-0.0125926	-0.0121017	0.0058314	0.0126442	0.00158279	0.00307723	-0.00255079	0.000239164	6.54437e-06	0.000684966	0	3.61765e-05	-2.82626e-05	-0.00299267	-0.00120679	0.00164868
0.251	-46.6346	-0.000355475	-0.0128871	-0.0118486	0.00594176	0.0126416	0.00160877	0.00307084	-0.00254197	0.000239341	6.73979e-06	0.000684977	0	3.62681e-05	-2.82243e-05	-0.00298985	-0.00120565	0.00165353
0.252	-46.5317	-0.000358077	-0.013181	-0.0116022	0.0060509	0.0126419	0.00163404	0.00306462	-0.00253337	0.000239512	6.9302e-06	0.000684987	0	3.63569e-05	-2.81867e-05	-0.0029871	-0.00120454	0.00165826
0.253	-46.4314	-0.000360244	-0.0134743	-0.0113621	0.0061588	0.0126448	0.00165864	0.00305854	-0.002525	0.000239678	7.11584e-06	0.000684998	0	3.64429e-05	-2.81497e-05	-0.00298442	-0.00120346	0.00166288
0.254	-46.3335	-0.000361993	-0.0137669	-0.0111279	0.00626544	0.0126503	0.00168261	0.00305261	-0.00251682	0.000239841	7.29696e-06	0.000685008	0	3.65264e-05	-2.81133e-05	-0.0029818	-0.0012024	0.00166738
0.255	-46.238	-0.000363339	-0.0140591	-0.0108994	0.00637081	0.0126581	0.00170596	0.00304682	-0.00250884	0.000239998	7.47383e-06	0.000685019	0	3.66074e-05	-2.80775e-05	-0.00297925	-0.00120137	0.00167177
0.256	-46.1446	-0.0003643	-0.0143508	-0.0106762	0.00647491	0.0126682	0.00172875	0.00304115	-0.00250105	0.000240152	7.64665e-06	0.000685029	0	3.6686e-05	-2.80423e-05	-0.00297675	-0.00120036	0.00167607
0.257	-46.0533	-0.000364894	-0.0146421	-0.0104581	0.00657773	0.0126805	0.001751	0.00303561	-0.00249342	0.000240303	7.81568e-06	0.00068504	0	3.67625e-05	-2.80075e-05	-0.00297431	-0.00119938	0.00168027
0.258	-45.9639	-0.00036514	-0.0149332	-0.0102448	0.00667928	0.0126949	0.00177274	0.00303019	-0.00248596	0.000240449	7.98111e-06	0.000685051	0	3.6837e-05	-2.79733e-05	-0.00297192	-0.00119841	0.00168438
0.259	-45.8764	-0.000365056	-0.0152241	-0.0100359	0.00677957	0.0127113	0.001794	0.00302487	-0.00247864	0.000240593	8.14318e-06	0.000685062	0	3.69095e-05	-2.79395e-05	-0.00296958	-0.00119746	0.0016884
0.26	-45.7905	-0.00036466	-0.0155149	-0.00983132	0.00687859	0.0127296	0.00181481	0.00301965	-0.00247147	0.000240733	8.30209e-06	0.000685072	0	3.69802e-05	-2.79061e-05	-0.00296729	-0.00119654	0.00169235
0.261	-45.7063	-0.000363972	-0.0158058	-0.00963067	0.00697638	0.0127498	0.0018352	0.00301453	-0.00246444	0.000240871	8.45805e-06	0.000685083	0	3.70491e-05	-2.78731e-05	-0.00296504	-0.00119563	0.00169623
0.262	-45.6236	-0.00036301	-0.0160969	-0.00943374	0.00707294	0.0127718	0.00185519	0.00300951	-0.00245753	0.000241006	8.61124e-06	0.000685094	0	3.71165e-05	-2.78405e-05	-0.00296283	-0.00119473	0.00170003
0.263	-45.5422	-0.000361792	-0.0163884	-0.00924027	0.00716829	0.0127954	0.00187482	0.00300456	-0.00245073	0.000241138	8.76188e-06	0.000685105	0	3.71823e-05	-2.78083e-05	-0.00296065	-0.00119386	0.00170377
0.264	-45.4621	-0.000360337	-0.0166804	-0.00905001	0.00726246	0.0128207	0.0018941	0.00299969	-0.00244405	0.000241268	8.91016e-06	0.000685116	0	3.72468e-05	-2.77763e-05	-0.00295851	-0.00119299	0.00170746
0.265	-45.3832	-0.000358661	-0.0169732	-0.00886272	0.00735548	0.0128477	0.00191308	0.0029949	-0.00243746	0.000241396	9.05626e-06	0.000685127	0	3.731e-05	-2.77446e-05	-0.0029564	-0.00119214	0.00171108
0.266	-45.3054	-0.000356783	-0.017267	-0.00867816	0.00744738	0.0128761	0.00193176	0.00299016	-0.00243096	0.000241522	9.20038e-06	0.000685138	0	3.73721e-05	-2.77132e-05	-0.00295432	-0.0011913	0.00171466
0.267	-45.2286	-0.000354719	-0.0175619	-0.0084961	0.00753819	0.0129062	0.00195019	0.00298549	-0.00242454	0.000241646	9.34271e-06	0.000685149	0	3.7433e-05	-2.76821e-05	-0.00295227	-0.00119047	0.0017182
0.268	-45.1526	-0.000352486	-0.0178583	-0.0083163	0.00762796	0.0129376	0.00196837	0.00298087	-0.00241819	0.000241768	9.48342e-06	0.00068516	0	3.7493e-05	-2.76511e-05	-0.00295024	-0.00118965	0.00172169
0.269	-45.0774	-0.000350099	-0.0181563	-0.00813853	0.00771671	0.0129706	0.00198635	0.0029763	-0.00241191	0.000241889	9.62272e-06	0.000685171	0	3.75521e-05	-2.76204e-05	-0.00294823	-0.00118884	0.00172515
0.27	-45.0028	-0.000347574	-0.0184563	-0.00796255	0.00780451	0.0130049	0.00200414	0.00297177	-0.00240569	0.000242009	9.76079e-06	0.000685182	0	3.76105e-05	-2.75898e-05	-0.00294624	-0.00118803	0.00172858
0.271	-44.9289	-0.000344925	-0.0187585	-0.00778813	0.00789138	0.0130407	0.00202177	0.00296728	-0.00239951	0.000242127	9.89781e-06	0.000685194	0	3.76682e-05	-2.75593e-05	-0.00294426	-0.00118723	0.00173198
0.272	-44.8554	-0.000342167	-0.0190634	-0.00761503	0.0079774	0.0130779	0.00203926	0.00296281	-0.00239337	0.000242245	1.0034e-05	0.000685205	0	3.77253e-05	-2.7529e-05	-0.00294229	-0.00118644	0.00173536
0.273	-44.7822	-0.000339312	-0.0193713	-0.007443	0.00806261	0.0131164	0.00205665	0.00295837	-0.00238726	0.000242362	1.01695e-05	0.000685216	0	3.7782e-05	-2.74987e-05	-0.00294034	-0.00118565	0.00173873
0.274	-44.7093	-0.000336375	-0.0196825	-0.00727181	0.00814707	0.0131563	0.00207396	0.00295395	-0.00238117	0.000242478	1.03046e-05	0.000685228	0	3.78384e-05	-2.74686e-05	-0.00293839	-0.00118486	0.00174208
0.275	-44.6366	-0.000333366	-0.0199975	-0.0071012	0.00823085	0.0131976	0.00209122	0.00294953	-0.0023751	0.000242594	1.04394e-05	0.000685239	0	3.78945e-05	-2.74384e-05	-0.00293645	-0.00118408	0.00174542
0.276	-44.5639	-0.000330298	-0.0203168	-0.00693092	0.00831401	0.0132403	0.00210845	0.00294512	-0.00236902	0.000242709	1.05742e-05	0.000685251	0	3.79505e-05	-2.74082e-05	-0.0029345	-0.00118329	0.00174877
0.277	-44.491	-0.000327181	-0.0206408	-0.00676071	0.00839663	0.0132844	0.00212569	0.0029407	-0.00236294	0.000242825	1.07092e-05	0.000685263	0	3.80065e-05	-2.7378e-05	-0.00293256	-0.0011825	0.00175212
0.278	-44.418	-0.000324027	-0.0209701	-0.00659029	0.00847879	0.0133298	0.00214296	0.00293627	-0.00235684	0.00024294	1.08445e-05	0.000685274	0	3.80626e-05	-2.73478e-05	-0.0029306	-0.00118171	0.00175547
0.279	-44.3447	-0.000320845	-0.0213054	-0.00641939	0.00856057	0.0133767	0.00216029	0.00293182	-0.00235072	0.000243056	1.09806e-05	0.000685286	0	3.81189e-05	-2.73175e-05	-0.00292864	-0.00118092	0.00175885
0.28	-44.2709	-0.000317644	-0.0216472	-0.00624769	0.00864206	0.0134251	0.00217773	0.00292735	-0.00234455	0.000243173	1.11175e-05	0.000685298	0	3.81756e-05	-2.7287e-05	-0.00292667	-0.00118013	0.00176224
0.281	-44.1964	-0.000314433	-0.0219963	-0.0060749	0.00872335	0.013475	0.00219529	0.00292284	-0.00233834	0.00024329	1.12555e-05	0.00068531	0	3.82329e-05	-2.72564e-05	-0.00292468	-0.00117932	0.00176567
0.282	-44.1212	-0.000311221	-0.0223535	-0.00590068	0.00880454	0.0135264	0.00221303	0.00291829	-0.00233206	0.000243408	1.1395e-05	0.000685322	0	3.82907e-05	-2.72256e-05	-0.00292267	-0.00117851	0.00176912
0.283	-44.0452	-0.000308015	-0.0227197	-0.00572468	0.00888576	0.0135794	0.00223098	0.00291369	-0.0023257	0.000243527	1.15362e-05	0.000685334	0	3.83494e-05	-2.71946e-05	-0.00292064	-0.00117769	0.00177262
0.284	-43.968	-0.000304823	-0.0230959	-0.00554653	0.00896712	0.0136341	0.00224917	0.00290902	-0.00231926	0.000243648	1.16794e-05	0.000685346	0	3.84091e-05	-2.71632e-05	-0.00291858	-0.00117685	0.00177617
0.285	-43.8896	-0.000301652	-0.0234831	-0.00536584	0.00904875	0.0136906	0.00226766	0.00290428	-0.00231271	0.000243771	1.1825e-05	0.000685358	0	3.84699e-05	-2.71316e-05	-0.00291648	-0.00117601	0.00177978
0.286	-43.8097	-0.000298508	-0.0238825	-0.00518217	0.00913078	0.0137488	0.00228649	0.00289946	-0.00230604	0.000243895	1.19734e-05	0.000685371	0	3.85321e-05	-2.70996e-05	-0.00291435	-0.00117514	0.00178345
0.287	-43.7281	-0.000295397	-0.0242956	-0.00499506	0.00921338	0.013809	0.00230572	0.00289453	-0.00229923	0.000244022	1.21248e-05	0.000685383	0	3.85958e-05	-2.70672e-05	-0.00291217	-0.00117426	0.0017872
0.288	-43.6447	-0.000292326	-0.0247239	-0.004804	0.00929672	0.0138712	0.00232539	0.0028895	-0.00229226	0.000244152	1.22799e-05	0.000685396	0	3.86613e-05	-2.70343e-05	-0.00290994	-0.00117336	0.00179104
0.289	-43.5591	-0.0002893	-0.0251691	-0.00460842	0.00938097	0.0139355	0.00234558	0.00288434	-0.00228511	0.000244285	1.2439e-05	0.000685408	0	3.87288e-05	-2.70009e-05	-0.00290765	-0.00117244	0.00179498
0.29	-43.471	-0.000286325	-0.0256331	-0.00440773	0.00946635	0.0140022	0.00236635	0.00287904	-0.00227776	0.000244421	1.26026e-05	0.000685421	0	3.87986e-05	-2.69668e-05	-0.00290529	-0.00117149	0.00179903
0.291	-43.3803	-0.000283405	-0.0261182	-0.00420123	0.00955307	0.0140713	0.00238778	0.00287358	-0.00227017	0.000244561	1.27714e-05	0.000685434	0	3.8871e-05	-2.69321e-05	-0.00290287	-0.00117051	0.0018032
0.292	-43.2864	-0.000280546	-0.0266269	-0.00398817	0.0096414	0.0141431	0.00240995	0.00286794	-0.00226234	0.000244706	1.29461e-05	0.000685447	0	3.89464e-05	-2.68966e-05	-0.00290036	-0.00116949	0.00180752
0.293	-43.1891	-0.000277751	-0.0271623	-0.0037677	0.00973162	0.0142177	0.00243296	0.0028621	-0.00225421	0.000244855	1.31272e-05	0.00068546	0	3.9025e-05	-2.68603e-05	-0.00289776	-0.00116844	0.001812
0.294	-43.0878	-0.000275027	-0.0277278	-0.00353887	0.00982405	0.0142954	0.00245691	0.00285603	-0.00224575	0.000245011	1.33157e-05	0.000685474	0	3.91075e-05	-2.68229e-05	-0.00289505	-0.00116735	0.00181665
0.295	-42.9821	-0.000272378	-0.0283273	-0.00330058	0.00991904	0.0143764	0.00248193	0.0028497	-0.00223692	0.000245172	1.35126e-05	0.000685487	0	3.91941e-05	-2.67845e-05	-0.00289223	-0.00116621	0.00182151
0.296	-42.8715	-0.000269807	-0.0289655	-0.0030516	0.010017	0.0144612	0.00250815	0.00284308	-0.00222768	0.000245341	1.37187e-05	0.000685501	0	3.92855e-05	-2.67448e-05	-0.00288927	-0.00116501	0.0018266
0.297	-42.7552	-0.00026732	-0.029648	-0.00279049	0.0101184	0.01455	0.00253574	0.00283613	-0.00221797	0.000245518	1.39355e-05	0.000685514	0	3.93824e-05	-2.67037e-05	-0.00288616	-0.00116376	0.00183195
0.298	-42.6325	-0.000264921	-0.0303815	-0.00251561	0.0102238	0.0146433	0.00256488	0.00282882	-0.00220772	0.000245704	1.41644e-05	0.000685528	0	3.94854e-05	-2.6661e-05	-0.00288289	-0.00116243	0.00183759
0.299	-42.5026	-0.000262615	-0.0311738	-0.00222502	0.0103339	0.0147416	0.00259579	0.00282108	-0.00219687	0.0002459	1.44069e-05	0.000685543	0	3.95954e-05	-2.66165e-05	-0.00287941	-0.00116103	0.00184357
0.3	-42.3643	-0.000260406	-0.0320346	-0.00191646	0.0104493	0.0148454	0.00262872	0.00281287	-0.00218532	0.000246109	1.46652e-05	0.000685557	0	3.97135e-05	-2.65699e-05	-0.00287572	-0.00115953	0.00184993
0.301	-42.2164	-0.000258299	-0.0329759	-0.00158721	0.0105709	0.0149555	0.00266397	0.0028041	-0.00217297	0.00024633	1.49414e-05	0.000685572	0	3.98408e-05	-2.65209e-05	-0.00287177	-0.00115794	0.00185673
0.302	-42.0575	-0.000256296	-0.0340121	-0.00123406	0.0106999	0.0150727	0.00270191	0.00279471	-0.0021597	0.000246568	1.52385e-05	0.000685587	0	3.99788e-05	-2.64692e-05	-0.00286752	-0.00115622	0.00186404
0.303	-41.8857	-0.000254403	-0.0351619	-0.000853067	0.0108374	0.0151981	0.00274297	0.00278458	-0.00214535	0.000246824	1.55599e-05	0.000685602	0	4.01292e-05	-2.64144e-05	-0.00286293	-0.00115437	0.00187194
0.304	-41.6989	-0.000252619	-0.0364488	-0.000439431	0.010985	0.0153327	0.0027877	0.00277359	-0.00212975	0.000247101	1.59097e-05	0.000685617	0	4.02943e-05	-2.63557e-05	-0.00285794	-0.00115235	0.00188054
0.305	-41.4942	-0.000250947	-0.0379031	1.28229e-05	0.0111446	0.0154781	0.00283677	0.0027616	-0.00211265	0.000247403	1.62931e-05	0.000685633	0	4.04766e-05	-2.62927e-05	-0.00285247	-0.00115014	0.00188995
0.306	-41.2683	-0.000249381	-0.0395651	0.000511229	0.0113185	0.0156363	0.00289102	0.00274842	-0.00209378	0.000247734	1.67168e-05	0.00068565	0	4.06795e-05	-2.62244e-05	-0.00284643	-0.0011477	0.00190034
0.307	-41.0166	-0.000247911	-0.0414889	0.00106545	0.0115099	0.0158095	0.00295153	0.00273381	-0.00207277	0.000248102	1.71891e-05	0.000685667	0	4.09074e-05	-2.61497e-05	-0.0028397	-0.00114498	0.00191192
0.308	-40.7334	-0.000246514	-0.043749	0.0016881	0.0117227	0.0160009	0.00301973	0.00271746	-0.00204911	0.000248512	1.77212e-05	0.000685685	0	4.11659e-05	-2.60673e-05	-0.00283214	-0.00114192	0.00192494
0.309	-40.411	-0.000245149	-0.0464515	0.00239606	0.011962	0.0162147	0.0030975	0.00269896	-0.00202218	0.000248975	1.83279e-05	0.000685703	0	4.14626e-05	-2.59751e-05	-0.00282352	-0.00113844	0.00193978
0.31	-40.0385	-0.000243733	-0.0497519	0.00321251	0.0122351	0.0164562	0.00318744	0.00267778	-0.00199108	0.000249506	1.90294e-05	0.000685723	0	4.18078e-05	-2.58706e-05	-0.00281357	-0.00113442	0.0019569
0.311	-39.6011	-0.00024004	-0.0538878	0.00417021	0.0125519	0.0167334	0.00329324	0.00265313	-0.00195455	0.000250123	1.98547e-05	0.000685743	0	4.22163e-05	-2.57501e-05	-0.00280188	-0.00112969	0.00197702
0.312	-39.0765	-0.000236654	-0.0592406	0.00531748	0.0129271	0.0170576	0.0034203	0.00262395	-0.00191073	0.000250854	2.08466e-05	0.000685766	0	4.27096e-05	-2.56081e-05	-0.00278786	-0.00112403	0.00200116
0.313	-38.4303	-0.00023374	-0.0664637	0.00672924	0.0133833	0.0174461	0.00357704	0.00258858	-0.00185676	0.000251742	2.20714e-05	0.00068579	0	4.33214e-05	-2.54362e-05	-0.00277059	-0.00111705	0.00203088
0.314	-37.6056	-0.000231103	-0.0767677	0.00852893	0.0139573	0.0179274	0.00377731	0.00254442	-0.00178788	0.000252853	2.36393e-05	0.000685818	0	4.41069e-05	-2.52203e-05	-0.00274856	-0.00110814	0.00206882
0.315	-36.5009	-0.000228287	-0.0926463	0.0109377	0.0147153	0.0185517	0.00404591	0.0024871	-0.00169562	0.000254304	2.5749e-05	0.00068585	0	4.51653e-05	-2.49357e-05	-0.00271904	-0.00109621	0.00211963
0.316	-34.9119	-0.000224091	-0.120026	0.0143999	0.0157911	0.0194197	0.00443271	0.00240851	-0.00156291	0.00025632	2.88035e-05	0.000685889	0	4.66957e-05	-2.45321e-05	-0.00267658	-0.00107905	0.00219272
0.317	-32.3561	-0.000214907	-0.175955	0.0199655	0.0175104	0.0207687	0.00505552	0.00229207	-0.00134945	0.000259388	3.37722e-05	0.000685942	0	4.9169e-05	-2.38915e-05	-0.00260829	-0.00105145	0.00231029
0.318	-27.4282	-0.000188344	-0.319704	0.0306906	0.0209304	0.023307	0.00625727	0.00210224	-0.000937866	0.000264739	4.35822e-05	0.000686029	0	5.39559e-05	-2.26695e-05	-0.00247662	-0.000998224	0.00253697
0.319	-15.8231	-0.000110981	-0.699441	0.0559252	0.0311818	0.0295597	0.00908732	0.00180375	3.13879e-05	0.000274789	6.83091e-05	0.000686211	0	6.52497e-05	-1.98131e-05	-0.00216653	-0.00087289	0.00307081
0.32	6.91915	-2.05582e-05	-1.13509	0.105281	0.0795539	0.0472898	0.0146196	0.00149188	0.00193082	0.000287127	0.000127383	0.000686562	0	8.73295e-05	-1.42316e-05	-0.00155886	-0.000627274	0.00411695
0.321	33.2324	-1.33619e-06	-1.2311	0.164036	0.240597	0.0970525	0.0209489	0.0012359	0.0041285	0.000294788	0.000225884	0.000687019	0	0.000112524	-7.77944e-06	-0.000855765	-0.00034309	0.00532735
0.322	45.8759	-8.37859e-08	-0.995049	0.204724	0.406366	0.185535	0.0238164	0.00115321	0.00518447	0.000297224	0.000291151	0.000687398	0	0.00012375	-4.66842e-06	-0.00051793	-0.00020654	0.00590894
0.323	47.2	-8.02463e-09	-0.9507	0.224789	0.449437	0.272951	0.0238841	0.00114616	0.00529504	0.00029745	0.000298856	0.000687703	0	0.000123725	-4.30428e-06	-0.000482551	-0.00019224	0.00596983
0.324	45.7989	-9.13395e-10	-0.999826	0.237665	0.443189	0.341933	0.023309	0.00115363	0.00517799	0.000297211	0.000290692	0.000688009	0	0.000121136	-4.59073e-06	-0.00051999	-0.000207372	0.00590535
0.325	44.1867	-1.36053e-10	-1.05067	0.248563	0.42747	0.395875	0.0227064	0.00116263	0.00504332	0.000296928	0.000281547	0.000688331	0	0.000118455	-4.92289e-06	-0.000563068	-0.000224784	0.00583117
0.326	42.6972	-5.85183e-11	-1.09036	0.258341	0.410744	0.438766	0.0221533	0.00117134	0.0049189	0.00029666	0.000273324	0.000688668	0	0.000115989	-5.22249e-06	-0.000602866	-0.00024087	0.00576263
0.327	41.3282	-5.9777e-11	-1.12021	0.267082	0.39454	0.473239	0.0216457	0.00117968	0.00480453	0.000296408	0.000265953	0.000689016	0	0.00011372	-5.49105e-06	-0.000639448	-0.000255656	0.00569963
0.328	40.0502	-7.04577e-11	-1.14234	0.274781	0.37908	0.501108	0.0211745	0.00118777	0.00469777	0.000296168	0.000259229	0.000689371	0	0.000111609	-5.7361e-06	-0.000673595	-0.000269458	0.00564082
0.329	38.841	-8.29336e-11	-1.15829	0.281444	0.364342	0.523695	0.0207326	0.00119568	0.00459675	0.000295935	0.000253003	0.00068973	0	0.000109627	-5.9633e-06	-0.000705905	-0.000282517	0.00558517
0.33	37.6846	-9.64309e-11	-1.16917	0.28709	0.350265	0.541996	0.0203149	0.0012035	0.00450014	0.000295708	0.000247169	0.000690093	0	0.000107751	-6.1767e-06	-0.000736804	-0.000295006	0.00553195
0.331	36.5692	-1.10945e-10	-1.17583	0.291748	0.336789	0.556772	0.0199174	0.00121127	0.00440696	0.000295484	0.000241651	0.000690457	0	0.000105967	-6.37931e-06	-0.000766608	-0.000307053	0.00548062
0.332	35.4855	-1.26574e-10	-1.17891	0.295456	0.323863	0.568622	0.0195372	0.00121904	0.00431642	0.000295262	0.000236391	0.000690822	0	0.000104259	-6.57345e-06	-0.000795565	-0.000318757	0.00543074
0.333	34.4262	-1.43451e-10	-1.17893	0.298257	0.311442	0.578015	0.0191717	0.00122684	0.00422792	0.000295041	0.000231342	0.000691186	0	0.00010262	-6.76095e-06	-0.00082387	-0.000330197	0.00538199
0.334	33.3851	-1.61738e-10	-1.17631	0.3002	0.299489	0.585327	0.018819	0.00123471	0.00414095	0.00029482	0.000226469	0.000691548	0	0.000101038	-6.94334e-06	-0.000851687	-0.000341441	0.00533408
0.335	32.3572	-1.81632e-10	-1.1714	0.301337	0.28797	0.590862	0.0184773	0.00124267	0.00405507	0.000294597	0.000221742	0.000691909	0	9.95082e-05	-7.12187e-06	-0.000879152	-0.000352542	0.00528677
0.336	31.3381	-2.03365e-10	-1.16449	0.301723	0.276858	0.594865	0.0181451	0.00125076	0.00396993	0.000294371	0.000217136	0.000692266	0	9.8023e-05	-7.29762e-06	-0.000906383	-0.000363548	0.00523986
0.337	30.3239	-2.27218e-10	-1.15581	0.301412	0.266126	0.597538	0.0178211	0.00125899	0.0038852	0.000294141	0.000212631	0.000692621	0	9.65772e-05	-7.47152e-06	-0.000933483	-0.000374502	0.00519319
0.338	29.3112	-2.53522e-10	-1.14559	0.300459	0.255752	0.599046	0.0175043	0.00126739	0.00380059	0.000293908	0.000208208	0.000692972	0	9.51661e-05	-7.64438e-06	-0.000960544	-0.000385439	0.00514658
0.339	28.2968	-2.82673e-10	-1.134	0.298919	0.245713	0.599524	0.0171937	0.00127599	0.00371585	0.000293669	0.000203853	0.000693319	0	9.37853e-05	-7.81695e-06	-0.000987647	-0.000396394	0.00509989
0.34	27.278	-3.15143e-10	-1.12119	0.296841	0.235992	0.599087	0.0168882	0.0012848	0.00363074	0.000293424	0.000199554	0.000693661	0	9.2431e-05	-7.98987e-06	-0.00101487	-0.000407397	0.005053
0.341	26.2522	-3.51495e-10	-1.10729	0.294276	0.22657	0.597826	0.0165872	0.00129386	0.00354504	0.000293172	0.000195298	0.000694	0	9.10996e-05	-8.16373e-06	-0.00104228	-0.000418476	0.0050058
0.342	25.2171	-3.92401e-10	-1.09241	0.29127	0.217432	0.59582	0.0162898	0.00130318	0.00345856	0.000292912	0.000191076	0.000694333	0	8.97881e-05	-8.33909e-06	-0.00106994	-0.000429656	0.00495815
0.343	24.1702	-4.38669e-10	-1.07665	0.287864	0.208561	0.593135	0.0159954	0.00131278	0.00337111	0.000292643	0.00018688	0.000694662	0	8.84933e-05	-8.51646e-06	-0.00109791	-0.000440961	0.00490998
0.344	23.1097	-4.91268e-10	-1.0601	0.284098	0.199943	0.589823	0.0157033	0.00132269	0.00328251	0.000292364	0.000182701	0.000694985	0	8.72126e-05	-8.69628e-06	-0.00112625	-0.000452415	0.00486117
0.345	22.0335	-5.51365e-10	-1.04282	0.280007	0.191567	0.585931	0.0154129	0.00133291	0.0031926	0.000292075	0.000178535	0.000695303	0	8.59435e-05	-8.879e-06	-0.001155	-0.000464038	0.00481164
0.346	20.9398	-6.20376e-10	-1.02487	0.275622	0.183418	0.581496	0.0151237	0.00134349	0.00310124	0.000291773	0.000174376	0.000695616	0	8.46837e-05	-9.06503e-06	-0.00118423	-0.00047585	0.00476131
0.347	19.8269	-7.00015e-10	-1.0063	0.27097	0.175485	0.576549	0.0148352	0.00135442	0.00300826	0.000291458	0.000170218	0.000695923	0	8.34308e-05	-9.25473e-06	-0.00121396	-0.00048787	0.0047101
0.348	18.6931	-7.92371e-10	-0.987157	0.266078	0.167758	0.571118	0.0145469	0.00136573	0.00291355	0.000291129	0.000166059	0.000696224	0	8.21829e-05	-9.44847e-06	-0.00124426	-0.000500114	0.00465792
0.349	17.5369	-9.00003e-10	-0.967476	0.260964	0.160226	0.565224	0.0142583	0.00137744	0.00281696	0.000290785	0.000161894	0.000696519	0	8.0938e-05	-9.64657e-06	-0.00127515	-0.000512601	0.00460472
0.35	16.3569	-1.02605e-09	-0.947285	0.255649	0.15288	0.558885	0.013969	0.00138956	0.00271839	0.000290424	0.000157722	0.000696808	0	7.96942e-05	-9.84934e-06	-0.00130668	-0.000525346	0.00455041
0.351	15.1516	-1.17438e-09	-0.926608	0.250146	0.145711	0.552117	0.0136785	0.00140211	0.0026177	0.000290044	0.00015354	0.000697091	0	7.84498e-05	-1.00571e-05	-0.00133889	-0.000538363	0.00449495
0.352	13.9198	-1.34978e-09	-0.905464	0.244468	0.13871	0.544933	0.0133866	0.0014151	0.0025148	0.000289645	0.000149347	0.000697368	0	7.72031e-05	-1.02701e-05	-0.0013718	-0.000551666	0.00443827
0.353	12.6602	-1.55822e-09	-0.883869	0.238627	0.131872	0.537344	0.0130928	0.00142854	0.00240958	0.000289223	0.000145141	0.000697638	0	7.59526e-05	-1.04886e-05	-0.00140546	-0.00056527	0.00438031
0.354	11.3717	-1.80715e-09	-0.861837	0.232631	0.125189	0.52936	0.0127968	0.00144246	0.00230195	0.000288779	0.000140923	0.000697902	0	7.46966e-05	-1.07128e-05	-0.00143989	-0.000579186	0.00432102
0.355	10.0531	-2.10591e-09	-0.839379	0.226486	0.118655	0.52099	0.0124982	0.00145686	0.0021918	0.000288309	0.000136691	0.000698159	0	7.34339e-05	-1.09431e-05	-0.00147512	-0.000593427	0.00426034
0.356	8.70337	-2.46628e-09	-0.816505	0.220197	0.112268	0.51224	0.0121967	0.00147177	0.00207905	0.000287811	0.000132445	0.000698409	0	7.21628e-05	-1.11796e-05	-0.00151118	-0.000608004	0.00419824
0.357	7.32153	-2.90321e-09	-0.793227	0.213769	0.106022	0.50312	0.0118919	0.00148719	0.00196362	0.000287283	0.000128187	0.000698653	0	7.08822e-05	-1.14225e-05	-0.00154811	-0.000622927	0.00413466
0.358	5.90663	-3.4357e-09	-0.769554	0.207204	0.0999172	0.493637	0.0115837	0.00150317	0.00184543	0.000286723	0.000123915	0.000698889	0	6.95907e-05	-1.1672e-05	-0.00158591	-0.000638208	0.00406955
0.359	4.45782	-4.08809e-09	-0.745499	0.200504	0.0939521	0.483801	0.0112718	0.00151972	0.00172441	0.000286128	0.000119631	0.000699118	0	6.82871e-05	-1.19283e-05	-0.00162463	-0.000653856	0.00400289
0.36	2.97435	-4.89167e-09	-0.721079	0.193672	0.0881283	0.47362	0.0109557	0.00153689	0.0016005	0.000285495	0.000115335	0.000699341	0	6.69703e-05	-1.21916e-05	-0.00166426	-0.000669877	0.00393464
0.361	1.45556	-5.88696e-09	-0.696314	0.186707	0.0824488	0.463106	0.0106354	0.00155475	0.00147363	0.00028482	0.00011103	0.000699555	0	6.56392e-05	-1.2462e-05	-0.00170485	-0.00068628	0.00386476
